Unnamed: 0,name,store,ing_info,calories,trans_fat,total_fat,saturated_fat,sodium,cholesterol,carbohydrate,dietary_fiber,protein,total_sugars,serve_ct,serve_size,labels
584,Organic Creamy Cashew Cultured Yogurt Alternatives,Trader Joes,"Organic Cashew Base (filtered Water, Organic Cashews), Organic Cane Sugar, Organic Strawberries, Organic Tapioca Starch, Organic Locust Bean Gum, Pectin, Natural Flavor, Vegetable Juice (for Color), Organic Lemon Juice Concentrate, Organic Coconut Cream (organic Coconut, Water), Live Active Cultures (streptococcus Thermophilus, Lactobacillus Bulgaricus, L. Acidophilus, Bifidobacterium Bifidus, L. Lactis, L. Plantarum). Contains Cashew, Coconut. Organic Strawberry Creamy Cashew Cultured Yogurt Alternative",140.0,0.0,6.0,1.0,10.0,0.0,20.0,1.0,3.0,12.0,1.0,1 Container (150g),{'organic'}
587,Scandinavian Swimmers,Trader Joes,"Cane Sugar, Invert Sugar, Tapioca Syrup, Modified Cornstarch, Dextrose, Citric Acid (acidifer), Natural Flavors, Fruit And Vegetable Extracts For Color (pumpkin, Carrot, Black Carrot, Black Currant, Apple), Sodium Citrate, Spirulina (for Color), Organic Sunflower Oil, Organic Carnauba Wax. May Contain Traces Of Peanut, Almond, Cashew, Peacan.",160.0,0.0,0.0,0.0,25.0,0.0,39.0,0.0,0.0,27.0,9.0,9 Pieces (42g),"{'dairy free', 'kosher'}"
588,Chili & Lime Flavored Rolled Tortilla Chips,Trader Joes,"Stone Ground Yellow Corn, Vegetable Oil (high-oleic Sunflower Oil, High-oleic Safflower Oil And/or Oleic Canola Oil), Hot Chili & Lime Flavored Seasoning (salt, Yeast, Cornstarch, Cane Sugar, Citric Acid [acidulant], Yeast Extract, Corn Maltodextrin, Gum Arabic, Malic Acid, Lime Juice Concentrate, Onion Powder, Vegetable Juice [color], Paprika Extract [color], Turmeric Extract [color], Natural Flavor, Beta Carotene [color], Tocopherol [to Preserve], Oleoresin Capsicum), Trace Of Lime.",150.0,0.0,8.0,0.0,260.0,0.0,17.0,2.0,2.0,0.0,9.0,1 Oz (28g/about 15 Chips),{'dairy free'}
593,Strawberry-mango Fruit Leather Buttons,Trader Joes,"Organic Mango Puree Concentrate, Organic Strawberry Puree, Organic Strawberry Juice Concentrate, Organic Beet Juice Concentrate (color), Pectin, Organic Inulin, Natural Flavors.",50.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,1.0,1 Package (14g),{'dairy free'}
594,Savory Banana & Nuts Trek Mix,Trader Joes,"Banana Chips (bananas, Coconut Oil), Cashews, Pecans, Coconut Aminos (coconut Nectar, Pink Salt), Apple Cider Vinegar, Olive Oil, Sea Salt, Spices, Onion Powder, Garlic Powder. Contains Cashew, Coconut, Pecan.",150.0,0.0,11.0,6.0,210.0,0.0,13.0,1.0,2.0,1.0,4.0,1/3 Cup (30g),"{'dairy free', 'kosher'}"
1,Almond Beverage Original,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'kosher'}"
2,Almond Beverage Original Unsweetened,Trader Joes,,,,,,,,,,,,,,{'vegan'}
3,Almond Beverage Vanilla Unsweetened,Trader Joes,,,,,,,,,,,,,,{'vegan'}
4,Coconut Beverage Unsweetened,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'kosher'}"
5,Coconut Beverage Vanilla,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'kosher'}"
6,Coconut Creamer,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'kosher'}"
7,Organic Soymilk Original,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'organic', 'kosher'}"
8,Organic Soymilk Original Unsweetened,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'organic', 'kosher'}"
9,Organic Soymilk Vanilla>,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic'}"
10,Organic Unsweetened Original Almond Beverage,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'organic', 'kosher'}"
11,Soy Creamer,Trader Joes,,,,,,,,,,,,,,{'vegan'}
12,Almond Beverage Blueberry Lavender Flavored,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'kosher'}"
13,Almond Beverage Matcha,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'kosher'}"
14,Almond Beverage Unsweetened Original,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan'}"
15,"Almond Beverage, Unsweetened Vanilla",Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
16,"Almond, Cashew & Macadamia Nut Beverage, Unsweetened",Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
17,"Coconut Beverage, Unsweetened",Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
18,"Coconut Beverage, Vanilla",Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
19,Cold Brew Coconut Cream Latte Original,Trader Joes,,,,,,,,,,,,,,{'vegan'}
20,Non-dairy Oat Beverage,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'kosher'}"
22,"Rice Drink, Organic Original",Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic', 'kosher'}"
23,"Rice Drink, Unsweetened Vanilla",Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
24,Organic Gingermints,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'organic', 'kosher'}"
25,Organic Peppermints,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'organic', 'kosher'}"
28,Miyokos Veganbutter,Trader Joes,,,,,,,,,,,,,,{'vegan'}
29,Organic Creamy Cashew Cultured Yogurt Alternative Strawberry,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic', 'kosher'}"
30,Organic Creamy Cashew Cultured Yogurt Alternative Vanilla Bean,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic', 'kosher'}"
32,Vegan Cream Cheese Alternative,Trader Joes,,,,,,,,,,,,,,{'vegan'}
33,Vegan Mozzarella Style Shreds,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
34,Brownie Crisps,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'kosher'}"
35,Organic Animal Crackers,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic', 'kosher'}"
37,Speculoos Cookies,Trader Joes,,,,,,,,,,,,,,{'vegan'}
38,Beef-less Ground Beef,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
39,Black Bean Dip,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan'}"
40,Dressing Almond Butter Turmeric,Trader Joes,,,,,,,,,,,,,,{'vegan'}
41,Dressing Carrot Miso Ginger,Trader Joes,,,,,,,,,,,,,,{'vegan'}
42,Dressing Green Goddess,Trader Joes,,,,,,,,,,,,,,{'vegan'}
43,Garlic Spread & Dip,Trader Joes,,,,,,,,,,,,,,{'vegan'}
44,Hummus Edamame,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
45,Hummus Eggplant,Trader Joes,,,,,,,,,,,,,,{'vegan'}
46,Hummus Organic,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic', 'kosher'}"
47,Hummus Smooth & Creamy Cilantro Jalapeno,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
48,Hummus Smooth & Creamy Classic,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
49,Kale Pesto Spread,Trader Joes,,,,,,,,,,,,,,{'vegan'}
50,Organic 3 Grain Tempeh,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic'}"
51,Protein Patties,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
52,Soy Chorizo,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan'}"
53,Tofu Baked Sriracha,Trader Joes,,,,,,,,,,,,,,{'vegan'}
54,Tofu Organic Baked Teriyaki,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic'}"
55,Tofu Organic Super Firm High Protein,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic', 'kosher'}"
56,Tofu Sprouted Extra Firm,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
58,Biotin 5000 Mg,Trader Joes,,,,,,,,,,,,,,{'vegan'}
59,Calcium Magnesium Zinc,Trader Joes,,,,,,,,,,,,,,{'vegan'}
60,Chewable Orange Vitamin C,Trader Joes,,,,,,,,,,,,,,{'vegan'}
61,Chocolate Hemp Protein,Trader Joes,,,,,,,,,,,,,,{'vegan'}
62,Co Q 10 200 Mg,Trader Joes,,,,,,,,,,,,,,{'vegan'}
63,Magnesium 200 Mg,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan'}"
64,Once Daily Prenatal Supplement,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan'}"
65,Organic Liquid Stevia,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic'}"
66,Organic Spirulina,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic'}"
67,Organic Stevia,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic'}"
68,Organic Unsweetened Pea Protein Powder,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'organic', 'kosher'}"
69,Organic Vanilla Pea Protein Powder,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'organic', 'kosher'}"
70,Papaya & Pineapple Enzyme,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan'}"
71,Turmeric,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
72,Vanilla Hemp Protein,Trader Joes,,,,,,,,,,,,,,{'vegan'}
73,Vitamin B Complex,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan'}"
74,Vitamin C With Rose Hip,Trader Joes,,,,,,,,,,,,,,{'vegan'}
75,Apple + Banana Fruit Bar,Trader Joes,,,,,,,,,,,,,,{'vegan'}
76,Apple + Coconut Fruit Bar,Trader Joes,,,,,,,,,,,,,,{'vegan'}
77,Apple + Strawberry Fruit Bar,Trader Joes,,,,,,,,,,,,,,{'vegan'}
78,Roasted Coconut Chips,Trader Joes,,,,,,,,,,,,,,{'vegan'}
79,Cruciferous Slaw,Trader Joes,,,,,,,,,,,,,,{'vegan'}
80,Miso Vegetables + Brown Rice Sauté Kit,Trader Joes,,,,,,,,,,,,,,{'vegan'}
82,Asian Vegetables With Beijing Style Soy Sauce,Trader Joes,,,,,,,,,,,,,,{'vegan'}
83,Chickenless Crispy Tenders,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
84,Chickenless Mandarin Orange Morsels,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
85,Coconut Chocolate Non-dairy Dessert,Trader Joes,,,,,,,,,,,,,,{'vegan'}
86,Fruit Frenzy Bars,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
87,Fully Cooked Falafel,Trader Joes,,,,,,,,,,,,,,{'vegan'}
88,Harvest Hodgepodge,Trader Joes,,,,,,,,,,,,,,{'vegan'}
89,Hi-protein Veggie Burger,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
90,Jackfruit Yellow Curry,Trader Joes,,,,,,,,,,,,,,{'vegan'}
92,Meatless Meatballs,Trader Joes,,,,,,,,,,,,,,{'vegan'}
93,Melodious Blend,Trader Joes,,,,,,,,,,,,,,{'vegan'}
94,Misto Alla Griglia,Trader Joes,,,,,,,,,,,,,,{'vegan'}
95,Mushroom Medley,Trader Joes,,,,,,,,,,,,,,{'vegan'}
96,Penne Arrabiata,Trader Joes,,,,,,,,,,,,,,{'vegan'}
98,Soy Cherry Chocolate Chip Ice Cream,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
99,Soy Vanilla Ice Cream,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
100,Vegan Tikka Masala,Trader Joes,,,,,,,,,,,,,,{'vegan'}
101,Vegetable Masala Burger,Trader Joes,,,,,,,,,,,,,,{'vegan'}
102,Vegetable Pad Thai,Trader Joes,,,,,,,,,,,,,,{'vegan'}
103,Vegetable Panang Curry,Trader Joes,,,,,,,,,,,,,,{'vegan'}
104,10 Minute Farro,Trader Joes,,,,,,,,,,,,,,{'vegan'}
107,Enchilada Sauce,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
108,Fair Trade Raw Turbinado Cane Sugar,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
109,Falafel Mix,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'kosher'}"
110,Goddess Dressing,Trader Joes,,,,,,,,,,,,,,{'vegan'}
111,Grecian Style Eggplant With Tomatoes & Onions,Trader Joes,,,,,,,,,,,,,,{'vegan'}
112,Island Soyaki,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
113,Latin Style Black Bean Soup,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
114,Marshmallows,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'kosher'}"
115,Miso Ramen Soup,Trader Joes,,,,,,,,,,,,,,{'vegan'}
116,Nutritional Yeast,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'kosher'}"
117,Organic Fruit Sauce Crushers Apple,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'organic', 'kosher'}"
118,Organic Fruit Sauce Crushers Apple Banana,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'organic', 'kosher'}"
119,Organic Fruit Sauce Crushers Apple Carrot,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'organic', 'kosher'}"
120,Organic Fruit Sauce Crushers Apple Mango,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'organic', 'kosher'}"
121,Organic Fruit Sauce Crushers Apple Strawberry,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'organic', 'kosher'}"
122,Organic Lentil Vegetable Soup,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic'}"
123,Organic Split Pea Soup,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic'}"
124,Organic Yellow Lentil & Brown Rice Pasta,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'organic', 'kosher'}"
125,Soyaki,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
126,Taco Shells,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan', 'kosher'}"
127,Tuscan Italian Dressing,Trader Joes,,,,,,,,,,,,,,{'vegan'}
128,Vegan Chicken-less Seasoning Salt,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
129,12 Grain Prebiotic Mini Crackers,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
130,Crisp Wheat Crackers,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
132,Italian Style Rosemary Crackers,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
133,Multigrain Crackers,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
134,Multigrain Pita Chips,Trader Joes,,,,,,,,,,,,,,{'vegan'}
136,Organic Roasted Teriyaki Seaweed Strips,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'organic'}"
137,Reduced Guilt Pita Chips With Sea Salt,Trader Joes,,,,,,,,,,,,,,{'vegan'}
138,Roasted Seaweed With Sea Salt,Trader Joes,,,,,,,,,,,,,,{'vegan'}
139,Roasted Wasabi Seaweed Strips,Trader Joes,,,,,,,,,,,,,,{'vegan'}
140,Seasoned Kale Chips,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'vegan'}"
141,Stone Ground Wheat Crackers,Trader Joes,,,,,,,,,,,,,,"{'vegan', 'kosher'}"
142,Gluten Free Bagels,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
143,Gluten Free Chocolate Cupcakes — Seasonal Flavors,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
144,Gluten Free Cinnamon Raisin Bread,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
145,Gluten Free Double Chocolate Chip Cookies,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
147,Gluten Free Hamburger Buns,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
148,Gluten Free Oat Cranberry Flaxseed Cookies),Trader Joes,,,,,,,,,,,,,,{'gluten free'}
150,Shell House Seltzer Meyer Lemon,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
151,Shell House Seltzer Pomegranate,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
152,Almond Beverage Unsweetened Vanilla,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
153,Organic Rice Drink Original,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic'}"
154,"Organic Soy Beverage, Unsweetened",Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic'}"
155,Rice Drink Vanilla,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
156,Tonic Water,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
158,Almond Beverage Unsweetened,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
159,Organic Soymilk Vanilla,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic', 'kosher'}"
160,Cocoa Truffles,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
161,Dark Chocolate Honey Mints,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
162,Dark Chocolate Nutty Bits,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
165,Fruit Jellies,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
166,Gourmet Jelly Beans,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
167,Organic Dark Chocolate Pb&j Minis,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic'}"
169,Organic Pops,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic', 'kosher'}"
171,Cocoa Crunch Cereal,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
172,Gluten Free Granola Cranberry Maple Nut,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
173,Gluten Free Granola Loaded Fruit & Nut,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
174,Gluten Free Rolled Oats,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
175,Instant Oatmeal Unsweetened,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
176,Muesli,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
178,"Organic Chia Bars With Almonds, Cranberries & Pumpkin Seeds",Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic', 'kosher'}"
179,Organic Classic Oatmeal,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic', 'kosher'}"
180,Organic Ground Flaxmeal,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic', 'kosher'}"
182,Organic Maple Brown Sugar Oatmeal,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic', 'kosher'}"
183,Organic Quinoa & Rice Hot Cereal,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic', 'kosher'}"
184,Organic Toasted Coconut Granola,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic', 'kosher'}"
185,Organic Toasted Coconut Granola Bark,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic', 'kosher'}"
187,Pecan Praline Granola,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
188,Raises The Bar Chewy Granola With Dark Chocolate,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
189,Raises The Bar Chewy Granola With Maple,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
190,Super Seed & Ancient Grain Blend,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
191,These Peanuts Go On A Date Bars,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
193,Gluten Free Crispy Chocolate Chip Cookies,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
194,Gluten Free Crispy Ginger Chunk Cookies,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
195,Gluten Free Crispy Oatmeal Raisin Cookies,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
196,Gluten Free Joe-joe's,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
197,Organic Brown Rice Marshmallow Treats,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic'}"
198,Soft Baked Snickerdoodles,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
199,Vanilla Meringues,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
200,Belgian Chocolate Pudding,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
201,Fully Cooked Chicken Sausage Smoked Andouille,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
202,Fully Cooked Chicken Sausage Garlic Herb,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
203,Fully Cooked Chicken Sausage Italian,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
204,Fully Cooked Chicken Sausage Jalapeno,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
205,Fully Cooked Chicken Sausage Smoked Apple Chardonnay,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
206,Fully Cooked Chicken Sausage Spicy Italian,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
207,Fully Cooked Chicken Sausage Sun-dried Tomato Basil,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
208,Fully Cooked Chicken Sausage Sweet Apple,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
209,Fully Cooked Maple Chicken Breakfast Sausage,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
210,Gluten Free Fettucine,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
212,Organic Hickory Smoked Turkey Breast,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic'}"
213,Organic Oven Roasted Chicken Breast,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic'}"
214,Uncured Chicken Hot Dogs,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
215,Vanilla Overnight Oats,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
216,Acidophilus Intestine Relief,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
217,Active 50 Plus Once Daily Multivitamin & Mineral,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
218,Alpha Lipoic Acid,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
219,Calcium Citrate With Vitamin D,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
220,Calcium Magnesium & Zinc,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
221,"Calcium, Vitamin D3 & Menaquinone-7",Trader Joes,,,,,,,,,,,,,,{'gluten free'}
222,Co Q 10 100 Mg,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
223,Coq10 Ubiquinol 100 Mg,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
224,Designer Vanilla Protein,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
225,Glucosamine Chondroitin Controlled Release,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
226,Great Lakes® Collagen Hydrolysate,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
227,High Potency B-complex & Vitamin C,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
228,High Potency Chewable Multivitamin,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
229,Instant B12,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
230,Joint Support,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
231,Men's One Multivitamin,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
232,Multivitamin & Mineral Antioxidant,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
233,Omega 3 Odorless,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
234,Probiotic Women’s Formula,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
235,Super Colon Cleanse,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
236,Supervision Eye Formula,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
237,Vitamin & Mineral Crusade,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
238,Vitamin B12 Folic Acid B6,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
239,Vitamin C Gummy Orange,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
240,Vitamin E,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
241,Wild Salmon Oil,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
242,Women's Nails Hair Skin Multivitamin,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
243,Almond Meal,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
244,Date & Nut Bites Cashew Apricot,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
245,Date & Nut Bites Blueberry Almond,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
246,Dried Fruit Bar Apple Apricot,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
247,Dried Fruit Bar Apple Raspberry,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
248,Dried Fruit Bar Apple Strawberry,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
249,Fruit Bar Apple Banana,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
250,Fruit Bar Apple Coconut,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
251,Fruit Bar Apple Strawberry,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
252,Organic Fruit Leather Buttons Grape-mango,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic', 'kosher'}"
253,Organic Fruit Leather Buttons Mango,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic', 'kosher'}"
254,Organic Fruit Leather Buttons Strawberry-mango,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic', 'kosher'}"
256,Sweetened Coconut Chips,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
257,Cauliflower Tabbouleh,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
258,Chicken Tikka Masala With Basmati Rice,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
259,Organic Minestrone Soup (seasonal),Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic'}"
260,Organic Split Green Pea Soup (seasonal),Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'organic'}"
262,Cauliflower Pizza Crusts,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
264,Chicken Tikka Masala,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
265,Coconut Non Dairy Dessert Chocolate,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
266,Coconut Non Dairy Dessert Strawberry,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
267,Gluten & Dairy Free Pancakes,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'dairy free', 'kosher'}"
268,Gluten Free Battered Halibut,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
269,Gluten Free Chicken Nuggets,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
270,Gluten Free Pizza With Cauliflower Crust,Trader Joes,,,,,,,,,,,,,,{'gluten free'}
271,Gluten Free Toaster Waffles,Trader Joes,,,,,,,,,,,,,,"{'gluten free', 'kosher'}"
